,ds,team,t,j,elo
6847,2006-02-01,Tigres,20,3,1540.982383095593
6848,2006-02-01,Santos,20,3,1471.6351385675528
6849,2006-02-01,Atlas,20,3,1510.4211516728433
6850,2006-02-01,Monterrey,20,3,1586.9466730444096
6851,2006-02-01,Toluca,20,3,1616.8096941903732
6852,2006-02-01,Veracruz,20,3,1431.5204252274073
6853,2006-02-01,Chiapas,20,3,1520.3757895491415
6854,2006-02-01,San Luis,20,3,1402.7623932643578
6855,2006-02-01,UNAM,20,3,1488.630480194599
6856,2006-02-01,Necaxa,20,3,1534.032010422472
6857,2006-02-02,Dorados,20,3,1502.2876130041188
6858,2006-02-02,America,20,3,1599.4493097735615
6859,2006-02-02,Morelia,20,3,1500.6652190800323
6860,2006-02-02,Pachuca,20,3,1584.7959841505162
6861,2006-02-22,Atlante,20,3,1496.2774213041607
6862,2006-02-22,Guadalajara,20,3,1502.6903330326186
6863,2006-02-04,Necaxa,20,4,1522.9496031439005
6864,2006-02-04,Atlante,20,4,1507.3598285827322
6865,2006-02-04,Cruz Azul,20,4,1549.7417767888635
6866,2006-02-04,Toluca,20,4,1604.565758564538
6867,2006-02-04,Monterrey,20,4,1575.4922215297584
6868,2006-02-04,UAG,20,4,1547.507382298422
6869,2006-02-04,Guadalajara,20,4,1513.7880258690634
6870,2006-02-04,Tigres,20,4,1529.884690259148
6871,2006-02-04,Veracruz,20,4,1424.023551386348
6872,2006-02-04,Chiapas,20,4,1527.8726633902008
6873,2006-02-05,Pachuca,20,4,1592.68741488847
6874,2006-02-05,Atlas,20,4,1502.5297209348896
6875,2006-02-05,Santos,20,4,1472.5151057705602
6876,2006-02-05,Dorados,20,4,1501.4076458011114
6877,2006-02-05,San Luis,20,4,1415.1847540799934
6878,2006-02-05,UNAM,20,4,1476.2081193789634
6879,2006-02-05,America,20,4,1606.6802916884235
6880,2006-02-05,Morelia,20,4,1493.4342371651703
6881,2006-02-10,UAG,20,5,1538.8004875534589
6882,2006-02-10,Pachuca,20,5,1601.394309633433
6883,2006-02-11,Toluca,20,5,1593.7309026592675
6884,2006-02-11,Monterrey,20,5,1586.327077435029
6885,2006-02-11,Chiapas,20,5,1538.5012771029471
6886,2006-02-11,Cruz Azul,20,5,1539.1131630761172
6887,2006-02-11,Atlante,20,5,1504.767356645412
6888,2006-02-11,San Luis,20,5,1417.7772260173135
6889,2006-02-11,Atlas,20,5,1502.267991656145
6890,2006-02-11,Morelia,20,5,1493.6959664439148
6891,2006-02-11,Dorados,20,5,1501.76383104045
6892,2006-02-11,Guadalajara,20,5,1513.4318406297248
6893,2006-02-12,UNAM,20,5,1484.7173206658244
6894,2006-02-12,Veracruz,20,5,1415.5143500994868
6895,2006-02-12,Santos,20,5,1476.1955431890121
6896,2006-02-12,America,20,5,1602.9998542699716
6897,2006-02-12,Tigres,20,5,1519.6851089124116
6898,2006-02-12,Necaxa,20,5,1533.149184490637
6899,2006-02-18,Guadalajara,20,6,1512.3641785789355
6900,2006-02-18,Santos,20,6,1477.2632052398014
6901,2006-02-18,Veracruz,20,6,1428.028201137932
6902,2006-02-18,Atlante,20,6,1492.2535056069669
6903,2006-02-18,Morelia,20,6,1504.9869345856068
6904,2006-02-18,UAG,20,6,1527.5095194117669
6905,2006-02-18,Necaxa,20,6,1542.2482905888335
6906,2006-02-18,Dorados,20,6,1492.6647249422535
6907,2006-02-18,Cruz Azul,20,6,1547.5601931094757
6908,2006-02-18,UNAM,20,6,1476.270290632466
6909,2006-02-18,San Luis,20,6,1420.6290518661613
6910,2006-02-18,Tigres,20,6,1516.8332830635638
6911,2006-02-18,Monterrey,20,6,1574.9591693108523
6912,2006-02-18,Chiapas,20,6,1549.8691852271238
6913,2006-02-19,America,20,6,1610.1791540573715
6914,2006-02-19,Atlas,20,6,1495.0886918687452
6915,2006-02-19,Pachuca,20,6,1611.1737748134326
6916,2006-02-19,Toluca,20,6,1583.951437479268
6917,2006-02-25,Atlante,20,7,1483.8320490715012
6918,2006-02-25,Cruz Azul,20,7,1555.9816496449414
6919,2006-02-25,Tigres,20,7,1514.331513518367
6920,2006-02-25,Veracruz,20,7,1430.5299706831288
6921,2006-02-25,UAG,20,7,1516.5790720791636
6922,2006-02-25,Atlas,20,7,1506.0191392013485
6923,2006-02-25,Chiapas,20,7,1561.6155864071097
6924,2006-02-25,Pachuca,20,7,1599.4273736334467
6925,2006-02-25,Toluca,20,7,1571.7169981202771
6926,2006-02-25,Morelia,20,7,1517.2213739445976
6927,2006-02-25,Dorados,20,7,1500.6205792076757
6928,2006-02-25,San Luis,20,7,1412.673197600739
6929,2006-02-26,Santos,20,7,1479.1121152513542
6930,2006-02-26,Necaxa,20,7,1540.3993805772807
6931,2006-02-26,UNAM,20,7,1479.0367782243611
6932,2006-02-26,Monterrey,20,7,1572.1926817189571
6933,2006-02-26,Guadalajara,20,7,1525.10742215923
6934,2006-02-26,America,20,7,1597.435910477077
6935,2006-03-04,Morelia,20,8,1518.492233205583
6936,2006-03-04,Chiapas,20,8,1560.3447271461243
6937,2006-03-04,Cruz Azul,20,8,1554.788572097978
6938,2006-03-04,Tigres,20,8,1515.5245910653305
6939,2006-03-04,Necaxa,20,8,1529.9595266273284
6940,2006-03-04,Guadalajara,20,8,1535.5472761091823
6941,2006-03-04,Atlas,20,8,1497.8878556367488
6942,2006-03-04,Toluca,20,8,1579.8482816848768
6943,2006-03-04,Veracruz,20,8,1432.520411348148
6944,2006-03-04,Dorados,20,8,1498.6301385426566
6945,2006-03-04,Monterrey,20,8,1579.7029076350616
6946,2006-03-04,Atlante,20,8,1476.3218231553967
6947,2006-03-05,San Luis,20,8,1414.562490344684
6948,2006-03-05,Santos,20,8,1477.2228225074093
6949,2006-03-05,America,20,8,1605.1497880578434
6950,2006-03-05,UAG,20,8,1508.8651944983972
6951,2006-03-05,Pachuca,20,8,1596.0945878880052
6952,2006-03-05,UNAM,20,8,1482.3695639698026
6953,2006-03-11,Atlante,20,9,1469.6387921422154
6954,2006-03-11,Pachuca,20,9,1602.7776189011865
6955,2006-03-11,Chiapas,20,9,1558.5661908722277
6956,2006-03-11,Atlas,20,9,1499.6663919106454
6957,2006-03-11,Necaxa,20,9,1542.0905111989534
6958,2006-03-11,America,20,9,1593.0188034862183
6959,2006-03-11,Toluca,20,9,1587.833183785713
6960,2006-03-11,UAG,20,9,1500.880292397561
6961,2006-03-11,Dorados,20,9,1500.23257706421
6962,2006-03-11,Cruz Azul,20,9,1553.1861335764245
6963,2006-03-11,Guadalajara,20,9,1522.199296482746
6964,2006-03-11,San Luis,20,9,1427.9104699711204
6965,2006-03-12,Tigres,20,9,1527.3510646038114
6966,2006-03-12,Monterrey,20,9,1567.8764340965806
6967,2006-03-12,Santos,20,9,1465.943236829646
6968,2006-03-12,Veracruz,20,9,1443.7999970259114
6969,2006-03-12,UNAM,20,9,1493.4055278557908
6970,2006-03-12,Morelia,20,9,1507.4562693195949
6971,2006-03-15,America,20,10,1602.8695604354898
6972,2006-03-15,Toluca,20,10,1577.9824268364414
6973,2006-03-15,Cruz Azul,20,10,1560.7265603302562
6974,2006-03-15,Santos,20,10,1458.4028100758142
6975,2006-03-15,UAG,20,10,1492.5255355510874
6976,2006-03-15,Chiapas,20,10,1566.9209477187014
6977,2006-03-15,Atlas,20,10,1499.4862092606586
6978,2006-03-15,UNAM,20,10,1493.5857105057776
6979,2006-03-15,Veracruz,20,10,1446.018975124548
6980,2006-03-15,Guadalajara,20,10,1519.9803183841093
6981,2006-03-15,San Luis,20,10,1441.0834214540794
6982,2006-03-15,Necaxa,20,10,1528.9175597159945
6983,2006-03-15,Morelia,20,10,1496.3720732190561
6984,2006-03-15,Atlante,20,10,1480.7229882427541
6985,2006-03-15,Monterrey,20,10,1575.953720352634
6986,2006-03-15,Dorados,20,10,1492.1552908081567
6987,2006-03-15,Pachuca,20,10,1600.6401430583321
6988,2006-03-15,Tigres,20,10,1529.4885404466659
6989,2006-03-18,Atlante,20,11,1471.2625127445417
6990,2006-03-18,Atlas,20,11,1508.946684758871
6991,2006-03-18,Tigres,20,11,1518.5382480559683
6992,2006-03-18,Morelia,20,11,1507.322365609754
6993,2006-03-18,Guadalajara,20,11,1531.1477421833463
6994,2006-03-18,Cruz Azul,20,11,1549.5591365310192
6995,2006-03-18,Necaxa,20,11,1516.575817810172
6996,2006-03-18,Veracruz,20,11,1458.3607170303703
6997,2006-03-18,Chiapas,20,11,1577.239215152772
6998,2006-03-18,Toluca,20,11,1567.6641594023708
6999,2006-03-18,Dorados,20,11,1485.1800670857492
7000,2006-03-18,Pachuca,20,11,1607.6153667807396
7001,2006-03-19,San Luis,20,11,1455.4302649076528
7002,2006-03-19,America,20,11,1588.5227169819163
7003,2006-03-19,UNAM,20,11,1483.5551963124026
7004,2006-03-19,UAG,20,11,1502.5560497444624
7005,2006-03-19,Santos,20,11,1461.6627447191627
7006,2006-03-19,Monterrey,20,11,1572.6937857092855
7007,2006-03-25,Monterrey,20,12,1561.503661647235
7008,2006-03-25,Guadalajara,20,12,1542.3378662453968
7009,2006-03-25,Veracruz,20,12,1468.2763738382816
7010,2006-03-25,San Luis,20,12,1445.5146080997415
7011,2006-03-25,Cruz Azul,20,12,1558.612641992532
7012,2006-03-25,Necaxa,20,12,1507.5223123486594
7013,2006-03-25,Morelia,20,12,1506.685920456401
7014,2006-03-25,Dorados,20,12,1485.8165122391022
7015,2006-03-25,Atlas,20,12,1499.2226820303124
7016,2006-03-25,Tigres,20,12,1528.262250784527
7017,2006-03-25,UAG,20,12,1491.6577771465459
7018,2006-03-25,Atlante,20,12,1482.1607853424582
7019,2006-03-26,America,20,12,1578.1980658242576
7020,2006-03-26,Chiapas,20,12,1587.5638663104307
7021,2006-03-26,Pachuca,20,12,1593.6453429112967
7022,2006-03-26,Santos,20,12,1475.6327685886056
7023,2006-03-26,Toluca,20,12,1575.2895173789552
7024,2006-03-26,UNAM,20,12,1475.9298383358182
7025,2006-04-01,Dorados,20,13,1496.2021814364873
7026,2006-04-01,Atlas,20,13,1488.8370128329273
7027,2006-04-01,Tigres,20,13,1527.2125702608196
7028,2006-04-01,UAG,20,13,1492.7074576702532
7029,2006-04-01,Atlante,20,13,1484.7788426921759
7030,2006-04-01,Toluca,20,13,1572.6714600292376
7031,2006-04-01,Veracruz,20,13,1461.3386748002004
7032,2006-04-01,America,20,13,1585.1357648623389
7033,2006-04-01,Guadalajara,20,13,1553.8039720591978
7034,2006-04-01,Pachuca,20,13,1582.1792370974956
7035,2006-04-01,Necaxa,20,13,1499.0636378120823
7036,2006-04-01,Monterrey,20,13,1569.962336183812
7037,2006-04-02,Santos,20,13,1476.5241777484653
7038,2006-04-02,Morelia,20,13,1505.7945112965413
7039,2006-04-02,San Luis,20,13,1458.6595246227855
7040,2006-04-02,Cruz Azul,20,13,1545.467725469488
7041,2006-04-02,UNAM,20,13,1489.0367348298296
7042,2006-04-02,Chiapas,20,13,1574.4569698164194
7043,2006-04-08,Morelia,20,14,1517.1676063038853
7044,2006-04-08,Guadalajara,20,14,1542.4308770518537
7045,2006-04-08,Monterrey,20,14,1556.8640551948445
7046,2006-04-08,San Luis,20,14,1471.7578056117532
7047,2006-04-08,Chiapas,20,14,1581.9316595992566
7048,2006-04-08,Atlante,20,14,1477.3041529093387
7049,2006-04-08,Cruz Azul,20,14,1553.092537888957
7050,2006-04-08,Veracruz,20,14,1453.7138623807314
7051,2006-04-08,Atlas,20,14,1488.48276924147
7052,2006-04-08,Santos,20,14,1476.8784213399226
7053,2006-04-08,Toluca,20,14,1571.3704636471493
7054,2006-04-08,Tigres,20,14,1528.5135666429078
7055,2006-04-09,America,20,14,1572.4382550494302
7056,2006-04-09,UNAM,20,14,1501.7342446427383
7057,2006-04-09,Pachuca,20,14,1589.8315923963403
7058,2006-04-09,Necaxa,20,14,1491.4112825132377
7059,2006-04-09,UAG,20,14,1492.8080405136925
7060,2006-04-09,Dorados,20,14,1496.101598593048
7061,2006-04-15,Veracruz,20,15,1466.5985031330708
7062,2006-04-15,Monterrey,20,15,1543.979414442505
7063,2006-04-15,Atlante,20,15,1488.0061508992624
7064,2006-04-15,UNAM,20,15,1491.0322466528146
7065,2006-04-15,Tigres,20,15,1540.039061485439
7066,2006-04-15,Chiapas,20,15,1570.4061647567253
7067,2006-04-15,Necaxa,20,15,1492.151254057931
7068,2006-04-15,Morelia,20,15,1516.427634759192
7069,2006-04-15,Dorados,20,15,1498.2347427171976
7070,2006-04-15,Toluca,20,15,1569.2373195229998
7071,2006-04-15,Cruz Azul,20,15,1543.6487776474055
7072,2006-04-15,America,20,15,1581.8820152909816
7073,2006-04-16,Santos,20,15,1477.336591634045
7074,2006-04-16,UAG,20,15,1492.3498702195702
7075,2006-04-16,San Luis,20,15,1465.031183898362
7076,2006-04-16,Pachuca,20,15,1596.5582141097314
7077,2006-04-16,Guadalajara,20,15,1530.890485639381
7078,2006-04-16,Atlas,20,15,1500.0231606539426
7079,2006-04-22,Pachuca,20,16,1592.9828870505175
7080,2006-04-22,Veracruz,20,16,1470.1738301922846
7081,2006-04-22,Atlante,20,16,1500.644227199456
7082,2006-04-22,America,20,16,1569.243938990788
7083,2006-04-22,Chiapas,20,16,1558.358275414397
7084,2006-04-22,Dorados,20,16,1510.282632059526
7085,2006-04-22,Monterrey,20,16,1533.969897953433
7086,2006-04-22,Cruz Azul,20,16,1553.6582941364775
7087,2006-04-22,Morelia,20,16,1524.959023201658
7088,2006-04-22,San Luis,20,16,1456.499795455896
7089,2006-04-22,Atlas,20,16,1489.7966277312019
7090,2006-04-22,Necaxa,20,16,1502.3777869806718
7091,2006-04-23,UAG,20,16,1493.45463058174
7092,2006-04-23,Guadalajara,20,16,1529.7857252772112
7093,2006-04-23,Toluca,20,16,1556.652214717254
7094,2006-04-23,Santos,20,16,1489.9216964397906
7095,2006-04-23,UNAM,20,16,1492.4334954203373
7096,2006-04-23,Tigres,20,16,1538.6378127179164
7097,2006-04-29,Guadalajara,20,17,1520.5574673758404
7098,2006-04-29,Toluca,20,17,1565.880472618625
7099,2006-04-29,Cruz Azul,20,17,1564.7853381909947
7100,2006-04-29,Pachuca,20,17,1581.8558429960003
7101,2006-04-29,San Luis,20,17,1467.4552320351931
7102,2006-04-29,Atlas,20,17,1478.8411911519047
7103,2006-04-29,Dorados,20,17,1509.769344101332
7104,2006-04-29,UNAM,20,17,1492.946783378531
7105,2006-04-29,Necaxa,20,17,1492.1210143486087
7106,2006-04-29,UAG,20,17,1503.7114032138031
7107,2006-04-29,Veracruz,20,17,1471.73773439573
7108,2006-04-29,Morelia,20,17,1523.3951189982126
7109,2006-04-30,Santos,20,17,1501.866373400047
7110,2006-04-30,Chiapas,20,17,1546.4135984541406
7111,2006-04-30,Tigres,20,17,1527.5486076704208
7112,2006-04-30,Atlante,20,17,1511.7334322469517
7113,2006-04-30,America,20,17,1568.2321445160774
7114,2006-04-30,Monterrey,20,17,1534.9816924281436
7115,2006-05-03,Toluca,20,18,1575.8489522204159
7116,2006-05-03,Cruz Azul,20,18,1554.8168585892038
7117,2006-05-03,San Luis,20,18,1478.7228059851589
7118,2006-05-03,Atlante,20,18,1500.465858296986
7119,2006-05-04,Morelia,20,18,1535.062051772487
7120,2006-05-04,Pachuca,20,18,1570.188910221726
7121,2006-05-04,Guadalajara,20,18,1511.3002958147736
7122,2006-05-04,Chiapas,20,18,1555.6707700152074
7123,2006-05-06,Atlante,20,18,1499.84085865872
7124,2006-05-06,San Luis,20,18,1479.3478056234248
7125,2006-05-06,Cruz Azul,20,18,1555.421472546614
7126,2006-05-06,Toluca,20,18,1575.2443382630056
7127,2006-05-07,Pachuca,20,18,1579.18130881417
7128,2006-05-07,Morelia,20,18,1526.069653180043
7129,2006-05-07,Chiapas,20,18,1544.4005829672337
7130,2006-05-07,Guadalajara,20,18,1522.5704828627472
7131,2006-05-10,Toluca,20,19,1562.5522335398898
7132,2006-05-10,San Luis,20,19,1492.0399103465406
7133,2006-05-11,Guadalajara,20,19,1514.1856052785904
7134,2006-05-11,Pachuca,20,19,1587.5661863983269
7135,2006-05-13,San Luis,20,19,1504.0420052272452
7136,2006-05-13,Toluca,20,19,1550.5501386591852
7137,2006-05-14,Pachuca,20,19,1575.4849781020532
7138,2006-05-14,Guadalajara,20,19,1526.266813574864
7139,2006-05-18,San Luis,20,20,1506.0697988198876
7140,2006-05-18,Pachuca,20,20,1573.4571845094108
7141,2006-05-21,Pachuca,20,20,1581.541580718047
7142,2006-05-21,San Luis,20,20,1497.9854026112514
7143,2006-08-05,San Luis,21,1,1489.9801587289323
7144,2006-08-05,America,21,1,1576.2373883983964
7145,2006-08-05,Chiapas,21,1,1552.907110795458
7146,2006-08-05,Necaxa,21,1,1483.6144865203844
7147,2006-08-05,Veracruz,21,1,1480.6357613775754
7148,2006-08-05,Queretaro,21,1,1424.3971277497226
7149,2006-08-05,Atlante,21,1,1510.5943531737587
7150,2006-08-05,Morelia,21,1,1515.3161586650042
7151,2006-08-05,Tigres,21,1,1536.8635922711026
7152,2006-08-05,UAG,21,1,1494.3964186131213
7153,2006-08-05,Pachuca,21,1,1570.7911967601062
7154,2006-08-05,Cruz Azul,21,1,1566.1718565045549
7155,2006-08-05,Atlas,21,1,1489.2469598145633
7156,2006-08-05,UNAM,21,1,1482.5410147158725
7157,2006-08-06,Toluca,21,1,1559.8523442600754
7158,2006-08-06,Guadalajara,21,1,1516.964607973974
7159,2006-08-06,Santos,21,1,1502.8166330413362
7160,2006-08-06,Monterrey,21,1,1534.0314327868543
7161,2006-08-12,Queretaro,21,2,1417.9360080092872
7162,2006-08-12,Chiapas,21,2,1559.3682305358934
7163,2006-08-12,Monterrey,21,2,1545.0855334705018
7164,2006-08-12,Pachuca,21,2,1559.7370960764588
7165,2006-08-12,Cruz Azul,21,2,1574.5857134989596
7166,2006-08-12,Atlante,21,2,1502.180496179354
7167,2006-08-12,Guadalajara,21,2,1526.5576214535092
7168,2006-08-12,Santos,21,2,1493.223619561801
7169,2006-08-12,Morelia,21,2,1524.5882198416762
7170,2006-08-12,San Luis,21,2,1480.7080975522604
7171,2006-08-12,Necaxa,21,2,1475.7742355259204
7172,2006-08-12,Toluca,21,2,1567.6925952545394
7173,2006-08-13,UNAM,21,2,1492.4861776663618
7174,2006-08-13,Veracruz,21,2,1470.6905984270861
7175,2006-08-13,America,21,2,1575.1089461726363
7176,2006-08-13,Tigres,21,2,1537.9920344968627
7177,2006-08-13,UAG,21,2,1484.2482161266064
7178,2006-08-13,Atlas,21,2,1499.3951623010782
7179,2006-08-19,Atlante,21,3,1511.5632565267765
7180,2006-08-19,San Luis,21,3,1471.3253372048378
7181,2006-08-19,Chiapas,21,3,1547.4666415657964
7182,2006-08-19,UNAM,21,3,1504.3877666364588
7183,2006-08-19,Veracruz,21,3,1471.0806200885852
7184,2006-08-19,UAG,21,3,1483.8581944651073
7185,2006-08-19,Cruz Azul,21,3,1583.7386646654477
7186,2006-08-19,Monterrey,21,3,1535.9325823040137
7187,2006-08-19,Tigres,21,3,1547.6064329849332
7188,2006-08-19,Morelia,21,3,1514.9738213536057
7189,2006-08-19,Pachuca,21,3,1548.7850065950367
7190,2006-08-19,Guadalajara,21,3,1537.5097109349313
7191,2006-08-19,Atlas,21,3,1511.5405261709966
7192,2006-08-19,America,21,3,1562.963582302718
7193,2006-08-20,Toluca,21,3,1573.6307436103955
7194,2006-08-20,Queretaro,21,3,1411.997859653431
7195,2006-08-20,Santos,21,3,1492.7218077674027
7196,2006-08-20,Necaxa,21,3,1476.2760473203186
7197,2006-08-26,Queretaro,21,4,1424.2803567683522
7198,2006-08-26,Santos,21,4,1480.4393106524815
7199,2006-08-26,Monterrey,21,4,1545.232324701233
7200,2006-08-26,Atlante,21,4,1502.2635141295573
7201,2006-08-26,San Luis,21,4,1483.4862726198492
7202,2006-08-26,Tigres,21,4,1535.4454975699218
7203,2006-08-26,Guadalajara,21,4,1528.8324900728996
7204,2006-08-26,Cruz Azul,21,4,1592.4158855274793
7205,2006-08-26,Morelia,21,4,1514.875006391181
7206,2006-08-26,Atlas,21,4,1511.6393411334213
7207,2006-08-26,Necaxa,21,4,1488.3332424739585
7208,2006-08-26,Pachuca,21,4,1536.7278114413969
7209,2006-08-27,UNAM,21,4,1506.3547657330064
7210,2006-08-27,Toluca,21,4,1571.6637445138479
7211,2006-08-27,UAG,21,4,1475.6688082817668
7212,2006-08-27,Chiapas,21,4,1555.656027749137
7213,2006-08-27,America,21,4,1570.37895466903
7214,2006-08-27,Veracruz,21,4,1463.665247722273
7215,2006-08-30,Cruz Azul,21,5,1579.5066590298554
7216,2006-08-30,Necaxa,21,5,1501.2424689715824
7217,2006-08-30,Atlas,21,5,1500.830799546922
7218,2006-08-30,San Luis,21,5,1494.2948142063485
7219,2006-08-30,Pachuca,21,5,1533.599778002646
7220,2006-08-30,Queretaro,21,5,1427.4083902071031
7221,2006-08-30,Chiapas,21,5,1566.079534179821
7222,2006-08-30,America,21,5,1559.955448238346
7223,2006-08-30,Atlante,21,5,1513.2156751659388
7224,2006-08-30,Tigres,21,5,1524.4933365335403
7225,2006-08-30,Veracruz,21,5,1475.1286013274337
7226,2006-08-30,Morelia,21,5,1503.4116527860203
7227,2006-08-30,Monterrey,21,5,1544.7606497743943
7228,2006-08-30,Guadalajara,21,5,1529.3041649997383
7229,2006-08-31,Toluca,21,5,1578.9690129756982
7230,2006-08-31,UAG,21,5,1468.3635398199165
7231,2006-08-31,Santos,21,5,1481.1838371301158
7232,2006-08-31,UNAM,21,5,1505.610239255372
7233,2006-09-02,Queretaro,21,6,1441.5263664458814
7234,2006-09-02,Cruz Azul,21,6,1565.3886827910771
7235,2006-09-02,San Luis,21,6,1503.7437251585613
7236,2006-09-02,Veracruz,21,6,1465.6796903752208
7237,2006-09-02,Guadalajara,21,6,1528.8414317353017
7238,2006-09-02,Atlante,21,6,1513.6784084303754
7239,2006-09-02,Tigres,21,6,1523.8133250494654
7240,2006-09-02,Atlas,21,6,1501.5108110309968
7241,2006-09-02,Morelia,21,6,1515.196069664907
7242,2006-09-02,Chiapas,21,6,1554.2951173009342
7243,2006-09-02,Necaxa,21,6,1502.4885133461487
7244,2006-09-02,Monterrey,21,6,1543.514605399828
7245,2006-09-03,UNAM,21,6,1496.4141046692148
7246,2006-09-03,Pachuca,21,6,1542.7959125888033
7247,2006-09-03,UAG,21,6,1478.7323702544477
7248,2006-09-03,Santos,21,6,1470.8150066955845
7249,2006-09-03,America,21,6,1560.5021569568903
7250,2006-09-03,Toluca,21,6,1578.4223042571539
7251,2006-09-09,Chiapas,21,7,1552.850312347621
7252,2006-09-09,San Luis,21,7,1505.1885301118746
7253,2006-09-09,Atlante,21,7,1503.3283399313414
7254,2006-09-09,Atlas,21,7,1511.8608795300308
7255,2006-09-09,Monterrey,21,7,1540.660654958527
7256,2006-09-09,Queretaro,21,7,1444.3803168871825
7257,2006-09-09,Veracruz,21,7,1477.3374689223858
7258,2006-09-09,Tigres,21,7,1512.1555465023005
7259,2006-09-09,Cruz Azul,21,7,1553.4291110693487
7260,2006-09-09,UNAM,21,7,1508.3736763909433
7261,2006-09-09,Guadalajara,21,7,1538.0843850273598
7262,2006-09-09,Necaxa,21,7,1493.2455600540907
7263,2006-09-09,Pachuca,21,7,1550.972632507054
7264,2006-09-09,UAG,21,7,1470.555650336197
7265,2006-09-10,Toluca,21,7,1586.622332869371
7266,2006-09-10,Morelia,21,7,1506.99604105269
7267,2006-09-10,Santos,21,7,1463.3405600559158
7268,2006-09-10,America,21,7,1567.976603596559
7269,2006-09-13,Tigres,21,8,1513.321508867413
7270,2006-09-13,Chiapas,21,8,1551.6843499825084
7271,2006-09-13,Morelia,21,8,1515.746106409605
7272,2006-09-13,Santos,21,8,1454.5904946990008
7273,2006-09-13,Queretaro,21,8,1447.0137920172635
7274,2006-09-13,Guadalajara,21,8,1535.4509098972787
7275,2006-09-13,UNAM,21,8,1519.3003044558272
7276,2006-09-13,Monterrey,21,8,1529.734026893643
7277,2006-09-13,Atlas,21,8,1520.8704734027192
7278,2006-09-13,Veracruz,21,8,1468.3278750496975
7279,2006-09-13,America,21,8,1577.4875803502728
7280,2006-09-13,Pachuca,21,8,1541.4616557533402
7281,2006-09-13,UAG,21,8,1472.8967087619592
7282,2006-09-13,Cruz Azul,21,8,1551.0880526435865
7283,2006-09-13,Necaxa,21,8,1493.535684344732
7284,2006-09-13,Atlante,21,8,1503.0382156407
7285,2006-09-14,San Luis,21,8,1517.4903850051849
7286,2006-09-14,Toluca,21,8,1574.3204779760606
7287,2006-09-16,Chiapas,21,9,1560.7997734134278
7288,2006-09-16,Atlas,21,9,1511.7550499717997
7289,2006-09-16,Atlante,21,9,1512.0424822957302
7290,2006-09-16,Veracruz,21,9,1459.3236083946672
7291,2006-09-16,Monterrey,21,9,1538.1125562332827
7292,2006-09-16,UAG,21,9,1464.5181794223195
7293,2006-09-16,Cruz Azul,21,9,1541.8464331734326
7294,2006-09-16,America,21,9,1586.7291998204266
7295,2006-09-16,Pachuca,21,9,1550.722851375652
7296,2006-09-16,Morelia,21,9,1506.4849107872933
7297,2006-09-16,Guadalajara,21,9,1534.986392644858
7298,2006-09-16,UNAM,21,9,1519.764821708248
7299,2006-09-16,Necaxa,21,9,1482.2046222107988
7300,2006-09-16,Queretaro,21,9,1458.3448541511968
7301,2006-09-17,Toluca,21,9,1582.582606283766
7302,2006-09-17,Tigres,21,9,1505.0593805597077
7303,2006-09-17,Santos,21,9,1456.381375930676
7304,2006-09-17,San Luis,21,9,1515.6995037735096
7305,2006-09-23,Queretaro,21,10,1449.8782064635511
7306,2006-09-23,Atlante,21,10,1520.509129983376
7307,2006-09-23,San Luis,21,10,1506.7041560584264
7308,2006-09-23,Pachuca,21,10,1559.7181990907352
7309,2006-09-23,Veracruz,21,10,1472.164014945895
7310,2006-09-23,Chiapas,21,10,1547.9593668622
7311,2006-09-23,Tigres,21,10,1503.66741111453
7312,2006-09-23,Santos,21,10,1457.7733453758538
7313,2006-09-23,Morelia,21,10,1507.4991973374745
7314,2006-09-23,Cruz Azul,21,10,1540.8321466232514
7315,2006-09-23,Atlas,21,10,1513.765852720579
7316,2006-09-23,Toluca,21,10,1580.5718035349869
7317,2006-09-24,UNAM,21,10,1518.6879441958954
7318,2006-09-24,Necaxa,21,10,1483.2814997231515
7319,2006-09-24,UAG,21,10,1476.5190555749587
7320,2006-09-24,Guadalajara,21,10,1522.9855164922187
7321,2006-09-24,America,21,10,1585.338962310734
7322,2006-09-24,Monterrey,21,10,1539.5027937429754
7323,2006-09-30,Atlante,21,11,1511.2975714348856
7324,2006-09-30,Chiapas,21,11,1557.1709254106904
7325,2006-09-30,Queretaro,21,11,1451.8332154582213
7326,2006-09-30,UNAM,21,11,1516.7329352012252
7327,2006-09-30,Monterrey,21,11,1548.5842526477534
7328,2006-09-30,Morelia,21,11,1498.4177384326965
7329,2006-09-30,Cruz Azul,21,11,1529.8530112274664
7330,2006-09-30,San Luis,21,11,1517.6832914542115
7331,2006-09-30,Guadalajara,21,11,1534.7611699457455
7332,2006-09-30,America,21,11,1573.5633088572072
7333,2006-09-30,Pachuca,21,11,1568.1187794496436
7334,2006-09-30,Tigres,21,11,1495.2668307556216
7335,2006-09-30,Necaxa,21,11,1493.0868855099832
7336,2006-09-30,UAG,21,11,1466.713669788127
7337,2006-10-01,Toluca,21,11,1567.5490425257447
7338,2006-10-01,Veracruz,21,11,1485.1867759551371
7339,2006-10-01,Santos,21,11,1459.371130433299
7340,2006-10-01,Atlas,21,11,1512.1680676631338
7341,2006-10-07,Chiapas,21,12,1557.469542823803
7342,2006-10-07,Toluca,21,12,1567.250425112632
7343,2006-10-07,Veracruz,21,12,1494.4451063643346
7344,2006-10-07,Santos,21,12,1450.1128000241015
