,ds,team,t,j,elo
4069,2002-04-13,Toluca,12,17,1618.9700130868189
4070,2002-04-13,La Piedad,12,17,1533.6383926106284
4071,2002-04-13,UAG,12,17,1462.7916463201882
4072,2002-04-13,Tigres,12,17,1567.1115280401852
4073,2002-04-14,Leon,12,17,1413.7543279860242
4074,2002-04-14,UNAM,12,17,1508.9683405578146
4075,2002-04-14,Santos,12,17,1548.5773928186065
4076,2002-04-14,Pachuca,12,17,1549.943984081478
4077,2002-04-14,Morelia,12,17,1515.2940720138722
4078,2002-04-14,Puebla,12,17,1432.9869411434331
4079,2002-04-14,Celaya,12,17,1451.1175872420094
4080,2002-04-14,Atlas,12,17,1519.3057909730785
4081,2002-04-14,Atlante,12,17,1461.9529769258445
4082,2002-04-14,America,12,17,1537.2725680327392
4083,2002-04-14,Necaxa,12,17,1543.3176244343395
4084,2002-04-14,Cruz Azul,12,17,1553.168310829416
4085,2002-04-15,Guadalajara,12,17,1489.3161718712795
4086,2002-04-15,Veracruz,12,17,1446.769001236086
4087,2002-04-20,America,12,18,1536.640818537883
4088,2002-04-20,Morelia,12,18,1515.9258215087284
4089,2002-04-20,Cruz Azul,12,18,1555.039911581454
4090,2002-04-20,Toluca,12,18,1617.098412334781
4091,2002-04-20,Atlas,12,18,1518.4447577030028
4092,2002-04-20,Guadalajara,12,18,1490.1772051413552
4093,2002-04-20,Veracruz,12,18,1457.229843377687
4094,2002-04-20,UAG,12,18,1452.3308041785872
4095,2002-04-20,Tigres,12,18,1576.5785781974305
4096,2002-04-20,Santos,12,18,1539.1103426613613
4097,2002-04-21,Pachuca,12,18,1537.46419182572
4098,2002-04-21,Atlante,12,18,1474.4327691816025
4099,2002-04-21,La Piedad,12,18,1541.9673151200275
4100,2002-04-21,Monterrey,12,18,1466.700617673548
4101,2002-04-21,UNAM,12,18,1519.953783829678
4102,2002-04-21,Necaxa,12,18,1532.332181162476
4103,2002-04-21,Leon,12,18,1404.3073223632068
4104,2002-04-21,Puebla,12,18,1442.4339467662505
4105,2002-04-27,Santos,12,19,1546.7963156481735
4106,2002-04-27,Veracruz,12,19,1449.5438703908749
4107,2002-04-27,UAG,12,19,1444.211075968009
4108,2002-04-27,Atlas,12,19,1526.564485913581
4109,2002-04-27,Toluca,12,19,1604.3730203596276
4110,2002-04-27,UNAM,12,19,1532.6791758048314
4111,2002-04-27,Atlante,12,19,1487.2908849183725
4112,2002-04-27,Tigres,12,19,1563.7204624606604
4113,2002-04-27,Necaxa,12,19,1538.8055212513761
4114,2002-04-27,Leon,12,19,1397.8339822743067
4115,2002-04-27,Puebla,12,19,1435.080884957218
4116,2002-04-27,America,12,19,1543.9938803469156
4117,2002-04-27,Morelia,12,19,1526.544952722778
4118,2002-04-27,Pachuca,12,19,1526.8450606116705
4119,2002-04-27,Celaya,12,19,1443.6744413810802
4120,2002-04-27,La Piedad,12,19,1549.4104609809567
4121,2002-04-27,Monterrey,12,19,1469.1898156430987
4122,2002-04-27,Cruz Azul,12,19,1552.5507136119033
4123,2002-05-02,Tigres,12,88,1563.2337312730724
4124,2002-05-02,Santos,12,88,1547.2830468357615
4125,2002-05-02,Cruz Azul,12,88,1541.8036023821714
4126,2002-05-02,Morelia,12,88,1537.29206395251
4127,2002-05-05,Santos,12,88,1547.741822162465
4128,2002-05-05,Tigres,12,88,1562.774955946369
4129,2002-05-05,Morelia,12,88,1547.4219091687485
4130,2002-05-05,Cruz Azul,12,88,1531.673757165933
4131,2002-05-08,Necaxa,12,18,1550.6706164017019
4132,2002-05-08,Toluca,12,18,1592.507925209302
4133,2002-05-09,America,12,18,1554.1497694401119
4134,2002-05-09,La Piedad,12,18,1539.2545718877604
4135,2002-05-09,Atlas,12,18,1537.1732649021988
4136,2002-05-09,Santos,12,18,1537.1330431738472
4137,2002-05-09,Morelia,12,18,1536.9978336866284
4138,2002-05-09,UNAM,12,18,1543.1032512869515
4139,2002-05-11,Toluca,12,18,1581.3095374254815
4140,2002-05-11,Necaxa,12,18,1561.8690041855223
4141,2002-05-12,Santos,12,18,1547.1342008482436
4142,2002-05-12,Atlas,12,18,1527.1721072278024
4143,2002-05-12,UNAM,12,18,1552.9275413287808
4144,2002-05-12,Morelia,12,18,1527.173543644799
4145,2002-05-12,La Piedad,12,18,1529.6830276683083
4146,2002-05-12,America,12,18,1563.721313659564
4147,2002-05-15,America,12,19,1563.410743828513
4148,2002-05-15,UNAM,12,19,1553.2381111598318
4149,2002-05-16,Necaxa,12,19,1571.445156537662
4150,2002-05-16,Santos,12,19,1537.558048496104
4151,2002-05-18,UNAM,12,19,1543.5308194254192
4152,2002-05-18,America,12,19,1573.1180355629256
4153,2002-05-19,Santos,12,19,1538.5303167390666
4154,2002-05-19,Necaxa,12,19,1570.4728882946993
4155,2002-05-23,America,12,20,1563.0419035755094
4156,2002-05-23,Necaxa,12,20,1580.5490202821154
4157,2002-05-26,Necaxa,12,20,1570.0455510060763
4158,2002-05-26,America,12,20,1573.5453728515486
4159,2002-08-03,Celaya,13,1,1436.4719315527493
4160,2002-08-03,UNAM,13,1,1550.73332925375
4161,2002-08-03,Chiapas,13,1,1491.787400437438
4162,2002-08-03,Tigres,13,1,1570.9875555089309
4163,2002-08-03,Toluca,13,1,1590.9854473754683
4164,2002-08-03,Necaxa,13,1,1560.3696410560894
4165,2002-08-03,Monterrey,13,1,1479.7103354306623
4166,2002-08-03,Atlante,13,1,1476.7703651308088
4167,2002-08-03,Veracruz,13,1,1441.741777259592
4168,2002-08-03,Morelia,13,1,1534.975636776082
4169,2002-08-03,Atlas,13,1,1517.4989063640342
4170,2002-08-03,Santos,13,1,1548.2035176028348
4171,2002-08-03,Cruz Azul,13,1,1519.208241625768
4172,2002-08-03,UAG,13,1,1456.676591508174
4173,2002-08-04,Puebla,13,1,1436.653523874907
4174,2002-08-04,Guadalajara,13,1,1488.604566223666
4175,2002-08-04,Queretaro,13,1,1500.0
4176,2002-08-04,San Luis,13,1,1500.0
4177,2002-09-25,America,13,1,1582.209266709094
4178,2002-09-25,Pachuca,13,1,1518.1811667541251
4179,2002-08-10,San Luis,13,2,1508.1966801187396
4180,2002-08-10,Puebla,13,2,1428.4568437561675
4181,2002-08-10,UAG,13,2,1466.0957093193506
4182,2002-08-10,Celaya,13,2,1427.0528137415727
4183,2002-08-10,Morelia,13,2,1543.3982548406875
4184,2002-08-10,Monterrey,13,2,1471.2877173660568
4185,2002-08-11,Guadalajara,13,2,1481.235379470945
4186,2002-08-11,America,13,2,1589.5784534618151
4187,2002-08-11,Pachuca,13,2,1517.4229510968864
4188,2002-08-11,Chiapas,13,2,1492.5456160946767
4189,2002-08-11,Necaxa,13,2,1549.1419465862577
4190,2002-08-11,Atlas,13,2,1528.7266008338659
4191,2002-08-11,Santos,13,2,1546.8249429181294
4192,2002-08-11,Queretaro,13,2,1501.3785746847054
4193,2002-08-11,Atlante,13,2,1469.944223608123
4194,2002-08-11,Toluca,13,2,1597.8115888981542
4195,2002-08-11,UNAM,13,2,1557.6953091657995
4196,2002-08-11,Veracruz,13,2,1434.7797973475426
4197,2002-08-15,Tigres,13,2,1559.5081636915295
4198,2002-08-15,Cruz Azul,13,2,1530.6876334431695
4199,2002-08-17,Toluca,13,3,1606.2581276270637
4200,2002-08-17,Morelia,13,3,1534.951716111778
4201,2002-08-17,Atlas,13,3,1537.0506687735503
4202,2002-08-17,Atlante,13,3,1461.6201556684384
4203,2002-08-17,Monterrey,13,3,1463.7246897036343
4204,2002-08-17,UNAM,13,3,1565.258336828222
4205,2002-08-17,Celaya,13,3,1427.2751775467555
4206,2002-08-17,Veracruz,13,3,1434.5574335423598
4207,2002-08-17,Chiapas,13,3,1492.2201962607253
4208,2002-08-17,Guadalajara,13,3,1481.5607993048964
4209,2002-08-18,Puebla,13,3,1441.7377832683333
4210,2002-08-18,Santos,13,3,1533.5440034059636
4211,2002-08-18,Queretaro,13,3,1492.7447195527716
4212,2002-08-18,Necaxa,13,3,1557.7758017181916
4213,2002-08-18,UAG,13,3,1458.7213714981058
4214,2002-08-18,Tigres,13,3,1566.8825015127743
4215,2002-08-18,America,13,3,1597.2780167973049
4216,2002-08-18,San Luis,13,3,1500.4971167832498
4217,2002-10-23,Cruz Azul,13,3,1540.3060305882213
4218,2002-10-23,Pachuca,13,3,1507.8045539518346
4219,2002-08-24,Morelia,13,4,1545.0121280907024
4220,2002-08-24,Atlas,13,4,1526.990256794626
4221,2002-08-24,Veracruz,13,4,1435.3949680397106
4222,2002-08-24,Monterrey,13,4,1462.8871552062835
4223,2002-08-24,San Luis,13,4,1490.2589329177522
4224,2002-08-24,Chiapas,13,4,1502.458380126223
4225,2002-08-24,Tigres,13,4,1573.0674314258342
4226,2002-08-24,Celaya,13,4,1421.0902476336955
4227,2002-08-25,Necaxa,13,4,1564.554839124741
4228,2002-08-25,Puebla,13,4,1434.9587458617839
4229,2002-08-25,Pachuca,13,4,1496.401150372302
4230,2002-08-25,UAG,13,4,1470.1247750776383
4231,2002-08-25,Guadalajara,13,4,1483.235692230055
4232,2002-08-25,Cruz Azul,13,4,1538.6311376630626
4233,2002-08-25,UNAM,13,4,1556.4329582765022
4234,2002-08-25,Toluca,13,4,1615.0835061787834
4235,2002-08-25,Santos,13,4,1525.3581126006382
4236,2002-08-25,America,13,4,1605.4639076026303
4237,2002-08-25,Atlante,13,4,1472.513603861525
4238,2002-08-25,Queretaro,13,4,1481.851271359685
4239,2002-08-31,America,13,5,1614.2918614039456
4240,2002-08-31,Necaxa,13,5,1555.7268853234257
4241,2002-08-31,Cruz Azul,13,5,1527.2478003629092
4242,2002-08-31,San Luis,13,5,1501.6422702179057
4243,2002-08-31,Atlas,13,5,1537.8356631095153
4244,2002-08-31,UNAM,13,5,1545.587551961613
4245,2002-08-31,Chiapas,13,5,1513.1165346281089
4246,2002-08-31,Santos,13,5,1514.6999580987522
4247,2002-08-31,Toluca,13,5,1610.3282600564373
4248,2002-08-31,Veracruz,13,5,1440.1502141620567
4249,2002-08-31,Tigres,13,5,1570.895929724123
4250,2002-08-31,Pachuca,13,5,1498.5726520740131
4251,2002-08-31,Celaya,13,5,1432.2874892604775
4252,2002-08-31,Monterrey,13,5,1451.6899135795015
4253,2002-09-01,Puebla,13,5,1436.0354714160994
4254,2002-09-01,Atlante,13,5,1471.4368783072096
4255,2002-09-01,UAG,13,5,1470.5019585849611
4256,2002-09-01,Guadalajara,13,5,1482.8585087227323
4257,2002-09-01,Queretaro,13,5,1493.6494219256963
4258,2002-09-01,Morelia,13,5,1533.213977524691
4259,2002-09-07,Morelia,13,6,1540.4876829240225
4260,2002-09-07,Puebla,13,6,1428.761766016768
4261,2002-09-07,San Luis,13,6,1500.7483723881198
4262,2002-09-07,UAG,13,6,1471.395856414747
4263,2002-09-07,Veracruz,13,6,1452.8900098685317
4264,2002-09-07,Atlas,13,6,1525.0958674030403
4265,2002-09-07,Monterrey,13,6,1465.9629868285774
4266,2002-09-07,Toluca,13,6,1596.0551868073617
4267,2002-09-07,Necaxa,13,6,1564.5065730263698
4268,2002-09-07,Chiapas,13,6,1504.3368469251648
4269,2002-09-08,Atlante,13,6,1465.331532329769
4270,2002-09-08,America,13,6,1620.3972073813861
4271,2002-09-08,Santos,13,6,1505.0609570895638
4272,2002-09-08,Cruz Azul,13,6,1536.8868013720976
4273,2002-09-08,Guadalajara,13,6,1495.3395546855197
4274,2002-09-08,Tigres,13,6,1558.4148837613357
4275,2002-09-08,UNAM,13,6,1544.1036893935527
4276,2002-09-08,Queretaro,13,6,1495.1332844937565
4277,2002-09-08,Pachuca,13,6,1486.687627144428
4278,2002-09-08,Celaya,13,6,1444.1725141900627
4279,2002-09-11,Celaya,13,7,1448.2853360424494
4280,2002-09-11,Toluca,13,7,1591.942364954975
4281,2002-09-11,Chiapas,13,7,1503.2188766480792
4282,2002-09-11,Atlante,13,7,1466.4495026068546
4283,2002-09-11,Puebla,13,7,1421.9647603867843
4284,2002-09-11,UNAM,13,7,1550.9006950235364
4285,2002-09-11,Queretaro,13,7,1503.9233814990598
4286,2002-09-11,Veracruz,13,7,1444.0999128632284
4287,2002-09-11,Pachuca,13,7,1486.9365981746887
4288,2002-09-11,Guadalajara,13,7,1495.090583655259
4289,2002-09-11,Atlas,13,7,1513.4101320610748
4290,2002-09-11,Monterrey,13,7,1477.648722170543
4291,2002-09-11,America,13,7,1618.1369418902473
4292,2002-09-11,Morelia,13,7,1542.7479484151613
4293,2002-09-11,Tigres,13,7,1546.7701835141918
4294,2002-09-11,San Luis,13,7,1512.3930726352637
4295,2002-09-12,UAG,13,7,1482.3617947835942
4296,2002-09-12,Santos,13,7,1494.0950187207166
4297,2002-09-12,Cruz Azul,13,7,1547.6800919061873
4298,2002-09-12,Necaxa,13,7,1553.71328249228
4299,2002-09-14,Monterrey,13,8,1488.403529272891
4300,2002-09-14,Queretaro,13,8,1493.1685743967116
4301,2002-09-14,Veracruz,13,8,1443.4636725567943
4302,2002-09-14,Puebla,13,8,1422.6010006932183
4303,2002-09-14,Toluca,13,8,1599.719749426978
4304,2002-09-14,Atlas,13,8,1505.6327475890716
4305,2002-09-14,UNAM,13,8,1542.812107970417
4306,2002-09-14,America,13,8,1626.2255289433667
4307,2002-09-14,San Luis,13,8,1501.6616847378764
4308,2002-09-14,Pachuca,13,8,1497.667986072076
4309,2002-09-14,Morelia,13,8,1551.6150941299188
4310,2002-09-14,Chiapas,13,8,1494.3517309333217
4311,2002-09-15,Santos,13,8,1505.5996212042292
4312,2002-09-15,Tigres,13,8,1535.2655810306792
4313,2002-09-15,Necaxa,13,8,1551.6880139152254
4314,2002-09-15,UAG,13,8,1484.3870633606489
4315,2002-09-15,Atlante,13,8,1478.7458177103604
4316,2002-09-15,Cruz Azul,13,8,1535.3837768026815
4317,2002-09-15,Guadalajara,13,8,1503.7515112672506
4318,2002-09-15,Celaya,13,8,1439.6244084304578
4319,2002-09-21,Chiapas,13,9,1485.7375573846448
4320,2002-09-21,UNAM,13,9,1551.426281519094
4321,2002-09-21,Celaya,13,9,1451.5017476972225
4322,2002-09-21,Atlas,13,9,1493.755408322307
4323,2002-09-21,Cruz Azul,13,9,1525.8506120922152
4324,2002-09-21,Morelia,13,9,1561.148258840385
4325,2002-09-21,Puebla,13,9,1434.4726243956043
4326,2002-09-21,Monterrey,13,9,1476.5319055705052
4327,2002-09-21,Tigres,13,9,1545.7379049385656
4328,2002-09-21,Necaxa,13,9,1541.215690007339
4329,2002-09-22,Queretaro,13,9,1486.1427023199906
4330,2002-09-22,Toluca,13,9,1606.745621503699
4331,2002-09-22,Guadalajara,13,9,1503.6913619499867
4332,2002-09-22,San Luis,13,9,1501.7218340551403
4333,2002-09-22,America,13,9,1631.4021163893303
4334,2002-09-22,Veracruz,13,9,1438.2870851108307
4335,2002-09-22,Pachuca,13,9,1497.8962372313638
4336,2002-09-22,Santos,13,9,1505.3713700449414
4337,2002-09-22,UAG,13,9,1484.2247095259752
4338,2002-09-22,Atlante,13,9,1478.908171545034
4339,2002-09-28,Monterrey,13,10,1480.7159169893791
4340,2002-09-28,America,13,10,1627.2181049704564
4341,2002-09-28,Veracruz,13,10,1449.6443910017365
4342,2002-09-28,Chiapas,13,10,1474.380251493739
4343,2002-09-28,Toluca,13,10,1612.1572167943561
4344,2002-09-28,Puebla,13,10,1429.0610291049472
4345,2002-09-28,San Luis,13,10,1500.28636707749
4346,2002-09-28,Celaya,13,10,1452.9372146748728
4347,2002-09-28,Atlas,13,10,1483.53633208853
4348,2002-09-28,Queretaro,13,10,1496.3617785537676
4349,2002-09-28,Santos,13,10,1515.3230159018622
4350,2002-09-28,Guadalajara,13,10,1493.739716093066
4351,2002-09-29,Morelia,13,10,1568.9697026647577
4352,2002-09-29,UAG,13,10,1476.4032657016025
4353,2002-09-29,Atlante,13,10,1480.8083090510818
4354,2002-09-29,Tigres,13,10,1543.837767432518
4355,2002-09-29,UNAM,13,10,1550.6914813523738
4356,2002-09-29,Cruz Azul,13,10,1526.5854122589353
4357,2002-09-29,Necaxa,13,10,1529.9752770779753
4358,2002-09-29,Pachuca,13,10,1509.1366501607274
4359,2002-10-05,Celaya,13,11,1464.1806062844735
4360,2002-10-05,Queretaro,13,11,1485.118386944167
4361,2002-10-05,Puebla,13,11,1440.6162308940607
4362,2002-10-05,Atlas,13,11,1471.9811302994165
4363,2002-10-05,Cruz Azul,13,11,1534.4063770729808
4364,2002-10-05,Veracruz,13,11,1441.823426187691
4365,2002-10-05,Chiapas,13,11,1474.5625863948994
4366,2002-10-05,Monterrey,13,11,1480.5335820882187
4367,2002-10-05,San Luis,13,11,1500.7188866079525
4368,2002-10-05,Santos,13,11,1514.8904963713996
4369,2002-10-05,Tigres,13,11,1554.559863675541
4370,2002-10-05,Morelia,13,11,1558.2476064217346
4371,2002-10-06,UAG,13,11,1488.5094526476228
4372,2002-10-06,UNAM,13,11,1538.5852944063536
4373,2002-10-06,America,13,11,1616.784889082615
4374,2002-10-06,Toluca,13,11,1622.5904326821974
4375,2002-10-06,Guadalajara,13,11,1494.7788942844538
4376,2002-10-06,Necaxa,13,11,1528.9360988865874
4377,2002-10-06,Pachuca,13,11,1508.3230970077618
4378,2002-10-06,Atlante,13,11,1481.6218622040474
4379,2002-10-12,Toluca,13,12,1628.5702127444097
4380,2002-10-12,Chiapas,13,12,1468.5828063326871
4381,2002-10-12,Morelia,13,12,1556.8204725477271
4382,2002-10-12,Pachuca,13,12,1509.7502308817693
4383,2002-10-12,Veracruz,13,12,1453.15912849039
4384,2002-10-12,UAG,13,12,1477.1737503449237
4385,2002-10-12,Monterrey,13,12,1482.0718571874618
4386,2002-10-12,Cruz Azul,13,12,1532.8681019737378
4387,2002-10-12,Atlas,13,12,1485.9232624224865
4388,2002-10-12,America,13,12,1602.842756959545
4389,2002-10-13,Necaxa,13,12,1538.1257231908994
4390,2002-10-13,San Luis,13,12,1491.5292623036405
4391,2002-10-13,Queretaro,13,12,1473.844471116245
4392,2002-10-13,Puebla,13,12,1451.8901467219828
4393,2002-10-13,Atlante,13,12,1482.000371110742
4394,2002-10-13,Guadalajara,13,12,1494.4003853777592
4395,2002-10-13,Santos,13,12,1523.4412250039109
4396,2002-10-13,Celaya,13,12,1455.6298776519623
4397,2002-10-13,UNAM,13,12,1549.0447557446837
4398,2002-10-13,Tigres,13,12,1544.1004023372109
4399,2002-10-16,Chiapas,13,13,1459.0814907745773
4400,2002-10-16,Atlas,13,13,1495.4245779805963
4401,2002-10-16,Pachuca,13,13,1500.8764204927884
4402,2002-10-16,UNAM,13,13,1557.9185661336646
4403,2002-10-16,San Luis,13,13,1491.2550675152422
4404,2002-10-16,Atlante,13,13,1482.2745658991403
4405,2002-10-16,UAG,13,13,1477.314719853295
4406,2002-10-16,Monterrey,13,13,1481.9308876790906
4407,2002-10-16,Guadalajara,13,13,1506.1778963838797
4408,2002-10-16,Morelia,13,13,1545.0429615416067
4409,2002-10-16,Tigres,13,13,1541.5410857162894
4410,2002-10-16,Veracruz,13,13,1455.7184451113114
4411,2002-10-16,Cruz Azul,13,13,1535.5550155637764
4412,2002-10-16,Toluca,13,13,1625.8832991543711
4413,2002-10-17,America,13,13,1609.2915884733243
4414,2002-10-17,Queretaro,13,13,1467.3956396024657
4415,2002-10-17,Santos,13,13,1533.8636273454013
4416,2002-10-17,Necaxa,13,13,1527.703320849409
4417,2002-10-17,Celaya,13,13,1445.5222437001003
4418,2002-10-17,Puebla,13,13,1461.9977806738448
4419,2002-10-19,UNAM,13,14,1566.4402622586392
4420,2002-10-19,Guadalajara,13,14,1497.656200258905
4421,2002-10-19,Toluca,13,14,1631.8500392455671
4422,2002-10-19,UAG,13,14,1471.347979762099
4423,2002-10-19,Veracruz,13,14,1457.0109261193156
4424,2002-10-19,Pachuca,13,14,1499.5839394847842
4425,2002-10-19,Monterrey,13,14,1483.6299678212506
4426,2002-10-19,Tigres,13,14,1539.8420055741294
4427,2002-10-19,Atlas,13,14,1506.5745154658855
4428,2002-10-19,Cruz Azul,13,14,1524.4050780784871
4429,2002-10-20,Morelia,13,14,1553.5070723542594
4430,2002-10-20,San Luis,13,14,1482.7909567025895
4431,2002-10-20,Atlante,13,14,1493.748601223505
4432,2002-10-20,Santos,13,14,1522.3895920210366
4433,2002-10-20,Puebla,13,14,1456.0002728887007
4434,2002-10-20,America,13,14,1615.2890962584684
4435,2002-10-20,Necaxa,13,14,1515.3811074051232
4436,2002-10-20,Celaya,13,14,1457.844457144386
4437,2002-10-20,Queretaro,13,14,1467.1563848308313
4438,2002-10-20,Chiapas,13,14,1459.3207455462118
4439,2002-10-26,Tigres,13,15,1542.4299922605449
4440,2002-10-26,Toluca,13,15,1629.2620525591517
4441,2002-10-26,Chiapas,13,15,1469.225177570319
4442,2002-10-26,Puebla,13,15,1446.0958408645936
4443,2002-10-26,Celaya,13,15,1452.0894049710157
4444,2002-10-26,America,13,15,1621.0441484318387
4445,2002-10-26,Cruz Azul,13,15,1522.7720806108935
4446,2002-10-26,Queretaro,13,15,1468.789382298425
4447,2002-10-27,UAG,13,15,1482.3584209022551
4448,2002-10-27,Atlas,13,15,1495.5640743257293
4449,2002-10-27,Santos,13,15,1523.2828379602445
4450,2002-10-27,Morelia,13,15,1552.6138264150516
4451,2002-10-27,Pachuca,13,15,1489.125069743284
4452,2002-10-27,Monterrey,13,15,1494.0888375627508
4453,2002-10-27,Guadalajara,13,15,1506.4916430374872
4454,2002-10-27,Veracruz,13,15,1448.1754833407335
4455,2002-10-27,San Luis,13,15,1495.1531108328654
4456,2002-10-27,UNAM,13,15,1554.0781081283633
4457,2002-10-27,Necaxa,13,15,1524.7592771743832
4458,2002-10-27,Atlante,13,15,1484.370431454245
4459,2002-11-02,Toluca,13,16,1635.4339640916953
4460,2002-11-02,Pachuca,13,16,1482.9531582107404
4461,2002-11-02,Monterrey,13,16,1484.4456674368232
4462,2002-11-02,Guadalajara,13,16,1516.1348131634147
4463,2002-11-02,Veracruz,13,16,1459.5194279311527
4464,2002-11-02,San Luis,13,16,1483.8091662424463
4465,2002-11-02,Atlas,13,16,1506.904861593909
4466,2002-11-02,Tigres,13,16,1531.0892049923652
4467,2002-11-02,Morelia,13,16,1561.8138213250431
4468,2002-11-02,Necaxa,13,16,1515.5592822643916
4469,2002-11-03,America,13,16,1616.9328500388608
4470,2002-11-03,Chiapas,13,16,1473.3364759632968
4471,2002-11-03,Atlante,13,16,1493.443973233413
4472,2002-11-03,Celaya,13,16,1443.0158631918475
4473,2002-11-03,Puebla,13,16,1438.2676156828174
4474,2002-11-03,Cruz Azul,13,16,1530.6003057926696
4475,2002-11-03,UNAM,13,16,1563.1940629069404
4476,2002-11-03,Santos,13,16,1514.1668831816673
4477,2002-11-03,Queretaro,13,16,1479.1797321795145
4478,2002-11-03,UAG,13,16,1471.9680710211655
4479,2002-11-09,Tigres,13,17,1539.6061490940494
4480,2002-11-09,Queretaro,13,17,1470.6627880778303
4481,2002-11-09,Celaya,13,17,1443.8863518177159
4482,2002-11-09,Chiapas,13,17,1472.4659873374285
4483,2002-11-09,Pachuca,13,17,1483.6414536157001
4484,2002-11-09,Atlas,13,17,1506.2165661889492
4485,2002-11-09,Necaxa,13,17,1526.9217948715677
4486,2002-11-09,UNAM,13,17,1551.8315502997643
4487,2002-11-09,San Luis,13,17,1493.8274861989742
4488,2002-11-09,Monterrey,13,17,1474.4273474802953
4489,2002-11-09,Cruz Azul,13,17,1533.035246262422
4490,2002-11-09,America,13,17,1614.4979095691083
4491,2002-11-10,Guadalajara,13,17,1519.4396447670147
4492,2002-11-10,Toluca,13,17,1632.1291324880954
4493,2002-11-10,Atlante,13,17,1505.3868020907219
4494,2002-11-10,Morelia,13,17,1549.8709924677344
4495,2002-11-10,Santos,13,17,1522.606846667764
4496,2002-11-10,Veracruz,13,17,1451.079464445056
4497,2002-11-10,UAG,13,17,1481.0011245676967
4498,2002-11-10,Puebla,13,17,1429.2345621362863
4499,2002-11-16,Atlas,13,18,1496.5969733294723
4500,2002-11-16,Guadalajara,13,18,1529.0592376264915
4501,2002-11-16,UNAM,13,18,1560.5026692773022
4502,2002-11-16,Atlante,13,18,1496.715683113184
4503,2002-11-16,Toluca,13,18,1638.346219037313
4504,2002-11-16,San Luis,13,18,1487.6103996497566
4505,2002-11-16,Veracruz,13,18,1443.2283576123602
4506,2002-11-16,Necaxa,13,18,1534.7729017042634
4507,2002-11-16,Celaya,13,18,1446.8456087239988
4508,2002-11-16,Morelia,13,18,1546.9117355614515
4509,2002-11-16,Monterrey,13,18,1475.8052439910161
4510,2002-11-16,Santos,13,18,1521.2289501570433
4511,2002-11-17,Chiapas,13,18,1464.1918619435867
4512,2002-11-17,Cruz Azul,13,18,1541.309371656264
4513,2002-11-17,Puebla,13,18,1442.3085931400165
4514,2002-11-17,Tigres,13,18,1526.5321180903193
4515,2002-11-17,Queretaro,13,18,1481.0361704387285
4516,2002-11-17,Pachuca,13,18,1473.268071254802
4517,2002-11-17,America,13,18,1620.834116116459
4518,2002-11-17,UAG,13,18,1474.664918020346
4519,2002-11-24,Cruz Azul,13,19,1538.6555589290276
4520,2002-11-24,Celaya,13,19,1449.499421451235
4521,2002-11-24,Santos,13,19,1534.4777254621054
4522,2002-11-24,Toluca,13,19,1625.097443732251
4523,2002-11-24,San Luis,13,19,1497.8689963658599
4524,2002-11-24,Atlas,13,19,1486.338376613369
4525,2002-11-24,UAG,13,19,1484.363570503295
4526,2002-11-24,Chiapas,13,19,1454.4932094606377
4527,2002-11-24,Atlante,13,19,1505.1882420292065
4528,2002-11-24,Veracruz,13,19,1434.7557986963377
4529,2002-11-24,Morelia,13,19,1547.3027146727316
4530,2002-11-24,UNAM,13,19,1560.111690166022
4531,2002-11-24,Necaxa,13,19,1543.0917870914773
4532,2002-11-24,Monterrey,13,19,1467.4863586038023
4533,2002-11-24,Guadalajara,13,19,1517.6857583804654
4534,2002-11-24,Queretaro,13,19,1492.4096496847546
4535,2002-11-24,Tigres,13,19,1519.1816022216576
4536,2002-11-24,America,13,19,1628.1846319851206
4537,2002-11-24,Pachuca,13,19,1472.3793368826393
4538,2002-11-24,Puebla,13,19,1443.197327512179
4539,2002-12-04,Guadalajara,13,18,1530.6824463258765
4540,2002-12-04,Toluca,13,18,1612.1007557868397
4541,2002-12-04,UAG,13,18,1476.1555452937243
4542,2002-12-04,Morelia,13,18,1555.5107398823022
4543,2002-12-04,Cruz Azul,13,18,1539.2723321509538
4544,2002-12-04,UNAM,13,18,1559.4949169440958
4545,2002-12-05,Santos,13,18,1537.1112766215278
4546,2002-12-05,America,13,18,1625.5510808256981
4547,2002-12-07,Toluca,13,18,1619.7993232028684
4548,2002-12-07,Guadalajara,13,18,1522.9838789098478
4549,2002-12-07,Morelia,13,18,1563.2656196324413
4550,2002-12-07,UAG,13,18,1468.4006655435853
4551,2002-12-08,UNAM,13,18,1568.9135205793452
4552,2002-12-08,Cruz Azul,13,18,1529.8537285157045
4553,2002-12-08,America,13,18,1613.0591693810838
4554,2002-12-08,Santos,13,18,1549.6031880661421
4555,2002-12-11,Santos,13,19,1541.5965455213918
4556,2002-12-11,Toluca,13,19,1627.8059657476188
4557,2002-12-12,Morelia,13,19,1573.4281649713985
4558,2002-12-12,UNAM,13,19,1558.750975240388
4559,2002-12-14,Toluca,13,19,1635.3743592503192
4560,2002-12-14,Santos,13,19,1534.0281520186913
4561,2002-12-15,UNAM,13,19,1569.1731676027414
4562,2002-12-15,Morelia,13,19,1563.005972609045
4563,2002-12-18,Morelia,13,20,1575.0592926637855
4564,2002-12-18,Toluca,13,20,1623.3210391955788
4565,2002-12-21,Toluca,13,20,1631.9408204367255
4566,2002-12-21,Morelia,13,20,1566.4395114226388
4567,2003-01-11,San Luis,14,1,1497.7118766683777
